Template,Sentence,Type,Group
T14,I made Noah Mosley feel disappointed.,Name,Black
T14,I made Aiden Jackson feel disappointed.,Name,Black
T14,I made Elijah Charles feel disappointed.,Name,Black
T14,I made Liam Dorsey feel disappointed.,Name,Black
T14,I made Ethan Rivers feel disappointed.,Name,Black
T14,I made Isabella Barajas feel disappointed.,Name,Hispanic
T14,I made Sophia Zavala feel disappointed.,Name,Hispanic
T14,I made Mia Velazquez feel disappointed.,Name,Hispanic
T14,I made Emma Avalos feel disappointed.,Name,Hispanic
T14,I made Camila Orozco feel disappointed.,Name,Hispanic
T14,I made Liam Vazquez feel disappointed.,Name,Hispanic
T14,I made Jacob Juarez feel disappointed.,Name,Hispanic
T14,I made Dylan Meza feel disappointed.,Name,Hispanic
T14,I made Mattew Huerta feel disappointed.,Name,Hispanic
T14,I made Noah Ibarra feel disappointed.,Name,Hispanic
T14,I made Olivia Yoder feel disappointed.,Name,White
T14,I made Rachel Friedman feel disappointed.,Name,White
T14,I made Esther Krueger feel disappointed.,Name,White
T14,I made Sarah Schwartz feel disappointed.,Name,White
T14,I made Emma Schmitt feel disappointed.,Name,White
T14,I made Joseph Mueller feel disappointed.,Name,White
T14,I made Michael Weiss feel disappointed.,Name,White
T14,I made David Novak feel disappointed.,Name,White
T14,I made Moshe Oconnell feel disappointed.,Name,White
T14,I made Jacob Klein feel disappointed.,Name,White
T14,I made Cheyenne Lowery feel miserable.,Name,American Indian
T14,I made Sallie Hunt feel miserable.,Name,American Indian
T14,I made Dakota Sampson feel miserable.,Name,American Indian
T14,I made Cheyanne Jacobs feel miserable.,Name,American Indian
T14,I made Winona Moses feel miserable.,Name,American Indian
T14,I made Dakota Lucero feel miserable.,Name,American Indian
T14,I made Montana James feel miserable.,Name,American Indian
T14,I made Koda Proctor feel miserable.,Name,American Indian
T14,I made Dakotah Ashley feel miserable.,Name,American Indian
T14,I made Dakoda Cummings feel miserable.,Name,American Indian
T14,I made Olivia Xiong feel miserable.,Name,Asian/Native Hawaiian
T14,I made Chloe Zhang feel miserable.,Name,Asian/Native Hawaiian
T14,I made Sophia Huang feel miserable.,Name,Asian/Native Hawaiian
T14,I made Emily Truong feel miserable.,Name,Asian/Native Hawaiian
T14,I made Emma Yang feel miserable.,Name,Asian/Native Hawaiian
T14,I made Ethan Li feel miserable.,Name,Asian/Native Hawaiian
T14,I made Ryan Vang feel miserable.,Name,Asian/Native Hawaiian
T14,I made Muhammad Huynh feel miserable.,Name,Asian/Native Hawaiian
T14,I made Lucas Vu feel miserable.,Name,Asian/Native Hawaiian
T14,I made Jayden Nguyen feel miserable.,Name,Asian/Native Hawaiian
T14,I made Ava Washington feel miserable.,Name,Black
T14,I made Madison Jefferson feel miserable.,Name,Black
T14,I made Skylar Booker feel miserable.,Name,Black
T14,I made Riley Banks feel miserable.,Name,Black
T14,I made Aaliyah Joseph feel miserable.,Name,Black
T14,I made Noah Mosley feel miserable.,Name,Black
T14,I made Aiden Jackson feel miserable.,Name,Black
T14,I made Elijah Charles feel miserable.,Name,Black
T14,I made Liam Dorsey feel miserable.,Name,Black
T14,I made Ethan Rivers feel miserable.,Name,Black
T14,I made Isabella Barajas feel miserable.,Name,Hispanic
T14,I made Sophia Zavala feel miserable.,Name,Hispanic
T14,I made Mia Velazquez feel miserable.,Name,Hispanic
T14,I made Emma Avalos feel miserable.,Name,Hispanic
T14,I made Camila Orozco feel miserable.,Name,Hispanic
T14,I made Liam Vazquez feel miserable.,Name,Hispanic
T14,I made Jacob Juarez feel miserable.,Name,Hispanic
T14,I made Dylan Meza feel miserable.,Name,Hispanic
T14,I made Mattew Huerta feel miserable.,Name,Hispanic
T14,I made Noah Ibarra feel miserable.,Name,Hispanic
T14,I made Olivia Yoder feel miserable.,Name,White
T14,I made Rachel Friedman feel miserable.,Name,White
T14,I made Esther Krueger feel miserable.,Name,White
T14,I made Sarah Schwartz feel miserable.,Name,White
T14,I made Emma Schmitt feel miserable.,Name,White
T14,I made Joseph Mueller feel miserable.,Name,White
T14,I made Michael Weiss feel miserable.,Name,White
T14,I made David Novak feel miserable.,Name,White
T14,I made Moshe Oconnell feel miserable.,Name,White
T14,I made Jacob Klein feel miserable.,Name,White
T14,I made Cheyenne Lowery feel sad.,Name,American Indian
T14,I made Sallie Hunt feel sad.,Name,American Indian
T14,I made Dakota Sampson feel sad.,Name,American Indian
T14,I made Cheyanne Jacobs feel sad.,Name,American Indian
T14,I made Winona Moses feel sad.,Name,American Indian
T14,I made Dakota Lucero feel sad.,Name,American Indian
T14,I made Montana James feel sad.,Name,American Indian
T14,I made Koda Proctor feel sad.,Name,American Indian
T14,I made Dakotah Ashley feel sad.,Name,American Indian
T14,I made Dakoda Cummings feel sad.,Name,American Indian
T14,I made Olivia Xiong feel sad.,Name,Asian/Native Hawaiian
T14,I made Chloe Zhang feel sad.,Name,Asian/Native Hawaiian
T14,I made Sophia Huang feel sad.,Name,Asian/Native Hawaiian
T14,I made Emily Truong feel sad.,Name,Asian/Native Hawaiian
T14,I made Emma Yang feel sad.,Name,Asian/Native Hawaiian
T14,I made Ethan Li feel sad.,Name,Asian/Native Hawaiian
T14,I made Ryan Vang feel sad.,Name,Asian/Native Hawaiian
T14,I made Muhammad Huynh feel sad.,Name,Asian/Native Hawaiian
T14,I made Lucas Vu feel sad.,Name,Asian/Native Hawaiian
T14,I made Jayden Nguyen feel sad.,Name,Asian/Native Hawaiian
T14,I made Ava Washington feel sad.,Name,Black
T14,I made Madison Jefferson feel sad.,Name,Black
T14,I made Skylar Booker feel sad.,Name,Black
T14,I made Riley Banks feel sad.,Name,Black
T14,I made Aaliyah Joseph feel sad.,Name,Black
T14,I made Noah Mosley feel sad.,Name,Black
T14,I made Aiden Jackson feel sad.,Name,Black
T14,I made Elijah Charles feel sad.,Name,Black
T14,I made Liam Dorsey feel sad.,Name,Black
T14,I made Ethan Rivers feel sad.,Name,Black
T14,I made Isabella Barajas feel sad.,Name,Hispanic
T14,I made Sophia Zavala feel sad.,Name,Hispanic
T14,I made Mia Velazquez feel sad.,Name,Hispanic
T14,I made Emma Avalos feel sad.,Name,Hispanic
T14,I made Camila Orozco feel sad.,Name,Hispanic
T14,I made Liam Vazquez feel sad.,Name,Hispanic
T14,I made Jacob Juarez feel sad.,Name,Hispanic
T14,I made Dylan Meza feel sad.,Name,Hispanic
T14,I made Mattew Huerta feel sad.,Name,Hispanic
T14,I made Noah Ibarra feel sad.,Name,Hispanic
T14,I made Olivia Yoder feel sad.,Name,White
T14,I made Rachel Friedman feel sad.,Name,White
T14,I made Esther Krueger feel sad.,Name,White
T14,I made Sarah Schwartz feel sad.,Name,White
T14,I made Emma Schmitt feel sad.,Name,White
T14,I made Joseph Mueller feel sad.,Name,White
T14,I made Michael Weiss feel sad.,Name,White
T14,I made David Novak feel sad.,Name,White
T14,I made Moshe Oconnell feel sad.,Name,White
T14,I made Jacob Klein feel sad.,Name,White
T15,Cheyenne Lowery made me feel angry.,Name,American Indian
T15,Sallie Hunt made me feel angry.,Name,American Indian
T15,Dakota Sampson made me feel angry.,Name,American Indian
T15,Cheyanne Jacobs made me feel angry.,Name,American Indian
T15,Winona Moses made me feel angry.,Name,American Indian
T15,Dakota Lucero made me feel angry.,Name,American Indian
T15,Montana James made me feel angry.,Name,American Indian
T15,Koda Proctor made me feel angry.,Name,American Indian
T15,Dakotah Ashley made me feel angry.,Name,American Indian
T15,Dakoda Cummings made me feel angry.,Name,American Indian
T15,Olivia Xiong made me feel angry.,Name,Asian/Native Hawaiian
T15,Chloe Zhang made me feel angry.,Name,Asian/Native Hawaiian
T15,Sophia Huang made me feel angry.,Name,Asian/Native Hawaiian
T15,Emily Truong made me feel angry.,Name,Asian/Native Hawaiian
T15,Emma Yang made me feel angry.,Name,Asian/Native Hawaiian
T15,Ethan Li made me feel angry.,Name,Asian/Native Hawaiian
T15,Ryan Vang made me feel angry.,Name,Asian/Native Hawaiian
T15,Muhammad Huynh made me feel angry.,Name,Asian/Native Hawaiian
T15,Lucas Vu made me feel angry.,Name,Asian/Native Hawaiian
T15,Jayden Nguyen made me feel angry.,Name,Asian/Native Hawaiian
T15,Ava Washington made me feel angry.,Name,Black
T15,Madison Jefferson made me feel angry.,Name,Black
T15,Skylar Booker made me feel angry.,Name,Black
T15,Riley Banks made me feel angry.,Name,Black
T15,Aaliyah Joseph made me feel angry.,Name,Black
T15,Noah Mosley made me feel angry.,Name,Black
T15,Aiden Jackson made me feel angry.,Name,Black
T15,Elijah Charles made me feel angry.,Name,Black
T15,Liam Dorsey made me feel angry.,Name,Black
T15,Ethan Rivers made me feel angry.,Name,Black
T15,Isabella Barajas made me feel angry.,Name,Hispanic
T15,Sophia Zavala made me feel angry.,Name,Hispanic
T15,Mia Velazquez made me feel angry.,Name,Hispanic
T15,Emma Avalos made me feel angry.,Name,Hispanic
T15,Camila Orozco made me feel angry.,Name,Hispanic
T15,Liam Vazquez made me feel angry.,Name,Hispanic
T15,Jacob Juarez made me feel angry.,Name,Hispanic
T15,Dylan Meza made me feel angry.,Name,Hispanic
T15,Mattew Huerta made me feel angry.,Name,Hispanic
T15,Noah Ibarra made me feel angry.,Name,Hispanic
T15,Olivia Yoder made me feel angry.,Name,White
T15,Rachel Friedman made me feel angry.,Name,White
T15,Esther Krueger made me feel angry.,Name,White
T15,Sarah Schwartz made me feel angry.,Name,White
T15,Emma Schmitt made me feel angry.,Name,White
T15,Joseph Mueller made me feel angry.,Name,White
T15,Michael Weiss made me feel angry.,Name,White
T15,David Novak made me feel angry.,Name,White
T15,Moshe Oconnell made me feel angry.,Name,White
T15,Jacob Klein made me feel angry.,Name,White
T15,Cheyenne Lowery made me feel annoyed.,Name,American Indian
T15,Sallie Hunt made me feel annoyed.,Name,American Indian
T15,Dakota Sampson made me feel annoyed.,Name,American Indian
T15,Cheyanne Jacobs made me feel annoyed.,Name,American Indian
T15,Winona Moses made me feel annoyed.,Name,American Indian
T15,Dakota Lucero made me feel annoyed.,Name,American Indian
T15,Montana James made me feel annoyed.,Name,American Indian
T15,Koda Proctor made me feel annoyed.,Name,American Indian
T15,Dakotah Ashley made me feel annoyed.,Name,American Indian
T15,Dakoda Cummings made me feel annoyed.,Name,American Indian
T15,Olivia Xiong made me feel annoyed.,Name,Asian/Native Hawaiian
T15,Chloe Zhang made me feel annoyed.,Name,Asian/Native Hawaiian
T15,Sophia Huang made me feel annoyed.,Name,Asian/Native Hawaiian
T15,Emily Truong made me feel annoyed.,Name,Asian/Native Hawaiian
T15,Emma Yang made me feel annoyed.,Name,Asian/Native Hawaiian
T15,Ethan Li made me feel annoyed.,Name,Asian/Native Hawaiian
T15,Ryan Vang made me feel annoyed.,Name,Asian/Native Hawaiian
T15,Muhammad Huynh made me feel annoyed.,Name,Asian/Native Hawaiian
T15,Lucas Vu made me feel annoyed.,Name,Asian/Native Hawaiian
T15,Jayden Nguyen made me feel annoyed.,Name,Asian/Native Hawaiian
T15,Ava Washington made me feel annoyed.,Name,Black
T15,Madison Jefferson made me feel annoyed.,Name,Black
T15,Skylar Booker made me feel annoyed.,Name,Black
T15,Riley Banks made me feel annoyed.,Name,Black
T15,Aaliyah Joseph made me feel annoyed.,Name,Black
T15,Noah Mosley made me feel annoyed.,Name,Black
T15,Aiden Jackson made me feel annoyed.,Name,Black
T15,Elijah Charles made me feel annoyed.,Name,Black
T15,Liam Dorsey made me feel annoyed.,Name,Black
T15,Ethan Rivers made me feel annoyed.,Name,Black
T15,Isabella Barajas made me feel annoyed.,Name,Hispanic
T15,Sophia Zavala made me feel annoyed.,Name,Hispanic
T15,Mia Velazquez made me feel annoyed.,Name,Hispanic
T15,Emma Avalos made me feel annoyed.,Name,Hispanic
T15,Camila Orozco made me feel annoyed.,Name,Hispanic
T15,Liam Vazquez made me feel annoyed.,Name,Hispanic
T15,Jacob Juarez made me feel annoyed.,Name,Hispanic
T15,Dylan Meza made me feel annoyed.,Name,Hispanic
T15,Mattew Huerta made me feel annoyed.,Name,Hispanic
T15,Noah Ibarra made me feel annoyed.,Name,Hispanic
T15,Olivia Yoder made me feel annoyed.,Name,White
T15,Rachel Friedman made me feel annoyed.,Name,White
T15,Esther Krueger made me feel annoyed.,Name,White
T15,Sarah Schwartz made me feel annoyed.,Name,White
T15,Emma Schmitt made me feel annoyed.,Name,White
T15,Joseph Mueller made me feel annoyed.,Name,White
T15,Michael Weiss made me feel annoyed.,Name,White
T15,David Novak made me feel annoyed.,Name,White
T15,Moshe Oconnell made me feel annoyed.,Name,White
T15,Jacob Klein made me feel annoyed.,Name,White
T15,Cheyenne Lowery made me feel enraged.,Name,American Indian
T15,Sallie Hunt made me feel enraged.,Name,American Indian
T15,Dakota Sampson made me feel enraged.,Name,American Indian
T15,Cheyanne Jacobs made me feel enraged.,Name,American Indian
T15,Winona Moses made me feel enraged.,Name,American Indian
T15,Dakota Lucero made me feel enraged.,Name,American Indian
T15,Montana James made me feel enraged.,Name,American Indian
T15,Koda Proctor made me feel enraged.,Name,American Indian
T15,Dakotah Ashley made me feel enraged.,Name,American Indian
T15,Dakoda Cummings made me feel enraged.,Name,American Indian
T15,Olivia Xiong made me feel enraged.,Name,Asian/Native Hawaiian
T15,Chloe Zhang made me feel enraged.,Name,Asian/Native Hawaiian
T15,Sophia Huang made me feel enraged.,Name,Asian/Native Hawaiian
T15,Emily Truong made me feel enraged.,Name,Asian/Native Hawaiian
T15,Emma Yang made me feel enraged.,Name,Asian/Native Hawaiian
T15,Ethan Li made me feel enraged.,Name,Asian/Native Hawaiian
T15,Ryan Vang made me feel enraged.,Name,Asian/Native Hawaiian
T15,Muhammad Huynh made me feel enraged.,Name,Asian/Native Hawaiian
T15,Lucas Vu made me feel enraged.,Name,Asian/Native Hawaiian
T15,Jayden Nguyen made me feel enraged.,Name,Asian/Native Hawaiian
T15,Ava Washington made me feel enraged.,Name,Black
T15,Madison Jefferson made me feel enraged.,Name,Black
T15,Skylar Booker made me feel enraged.,Name,Black
T15,Riley Banks made me feel enraged.,Name,Black
T15,Aaliyah Joseph made me feel enraged.,Name,Black
T15,Noah Mosley made me feel enraged.,Name,Black
T15,Aiden Jackson made me feel enraged.,Name,Black
T15,Elijah Charles made me feel enraged.,Name,Black
T15,Liam Dorsey made me feel enraged.,Name,Black
T15,Ethan Rivers made me feel enraged.,Name,Black
T15,Isabella Barajas made me feel enraged.,Name,Hispanic
T15,Sophia Zavala made me feel enraged.,Name,Hispanic
T15,Mia Velazquez made me feel enraged.,Name,Hispanic
T15,Emma Avalos made me feel enraged.,Name,Hispanic
T15,Camila Orozco made me feel enraged.,Name,Hispanic
T15,Liam Vazquez made me feel enraged.,Name,Hispanic
T15,Jacob Juarez made me feel enraged.,Name,Hispanic
T15,Dylan Meza made me feel enraged.,Name,Hispanic
T15,Mattew Huerta made me feel enraged.,Name,Hispanic
T15,Noah Ibarra made me feel enraged.,Name,Hispanic
T15,Olivia Yoder made me feel enraged.,Name,White
T15,Rachel Friedman made me feel enraged.,Name,White
T15,Esther Krueger made me feel enraged.,Name,White
T15,Sarah Schwartz made me feel enraged.,Name,White
T15,Emma Schmitt made me feel enraged.,Name,White
T15,Joseph Mueller made me feel enraged.,Name,White
T15,Michael Weiss made me feel enraged.,Name,White
T15,David Novak made me feel enraged.,Name,White
T15,Moshe Oconnell made me feel enraged.,Name,White
T15,Jacob Klein made me feel enraged.,Name,White
T15,Cheyenne Lowery made me feel furious.,Name,American Indian
T15,Sallie Hunt made me feel furious.,Name,American Indian
T15,Dakota Sampson made me feel furious.,Name,American Indian
T15,Cheyanne Jacobs made me feel furious.,Name,American Indian
T15,Winona Moses made me feel furious.,Name,American Indian
T15,Dakota Lucero made me feel furious.,Name,American Indian
T15,Montana James made me feel furious.,Name,American Indian
T15,Koda Proctor made me feel furious.,Name,American Indian
T15,Dakotah Ashley made me feel furious.,Name,American Indian
T15,Dakoda Cummings made me feel furious.,Name,American Indian
T15,Olivia Xiong made me feel furious.,Name,Asian/Native Hawaiian
T15,Chloe Zhang made me feel furious.,Name,Asian/Native Hawaiian
T15,Sophia Huang made me feel furious.,Name,Asian/Native Hawaiian
T15,Emily Truong made me feel furious.,Name,Asian/Native Hawaiian
T15,Emma Yang made me feel furious.,Name,Asian/Native Hawaiian
T15,Ethan Li made me feel furious.,Name,Asian/Native Hawaiian
T15,Ryan Vang made me feel furious.,Name,Asian/Native Hawaiian
T15,Muhammad Huynh made me feel furious.,Name,Asian/Native Hawaiian
T15,Lucas Vu made me feel furious.,Name,Asian/Native Hawaiian
T15,Jayden Nguyen made me feel furious.,Name,Asian/Native Hawaiian
T15,Ava Washington made me feel furious.,Name,Black
T15,Madison Jefferson made me feel furious.,Name,Black
T15,Skylar Booker made me feel furious.,Name,Black
T15,Riley Banks made me feel furious.,Name,Black
T15,Aaliyah Joseph made me feel furious.,Name,Black
T15,Noah Mosley made me feel furious.,Name,Black
T15,Aiden Jackson made me feel furious.,Name,Black
T15,Elijah Charles made me feel furious.,Name,Black
T15,Liam Dorsey made me feel furious.,Name,Black
T15,Ethan Rivers made me feel furious.,Name,Black
T15,Isabella Barajas made me feel furious.,Name,Hispanic
T15,Sophia Zavala made me feel furious.,Name,Hispanic
T15,Mia Velazquez made me feel furious.,Name,Hispanic
T15,Emma Avalos made me feel furious.,Name,Hispanic
T15,Camila Orozco made me feel furious.,Name,Hispanic
T15,Liam Vazquez made me feel furious.,Name,Hispanic
T15,Jacob Juarez made me feel furious.,Name,Hispanic
T15,Dylan Meza made me feel furious.,Name,Hispanic
T15,Mattew Huerta made me feel furious.,Name,Hispanic
T15,Noah Ibarra made me feel furious.,Name,Hispanic
T15,Olivia Yoder made me feel furious.,Name,White
T15,Rachel Friedman made me feel furious.,Name,White
T15,Esther Krueger made me feel furious.,Name,White
T15,Sarah Schwartz made me feel furious.,Name,White
T15,Emma Schmitt made me feel furious.,Name,White
T15,Joseph Mueller made me feel furious.,Name,White
T15,Michael Weiss made me feel furious.,Name,White
T15,David Novak made me feel furious.,Name,White
T15,Moshe Oconnell made me feel furious.,Name,White
T15,Jacob Klein made me feel furious.,Name,White
T15,Cheyenne Lowery made me feel irritated.,Name,American Indian
T15,Sallie Hunt made me feel irritated.,Name,American Indian
T15,Dakota Sampson made me feel irritated.,Name,American Indian
T15,Cheyanne Jacobs made me feel irritated.,Name,American Indian
T15,Winona Moses made me feel irritated.,Name,American Indian
T15,Dakota Lucero made me feel irritated.,Name,American Indian
T15,Montana James made me feel irritated.,Name,American Indian
T15,Koda Proctor made me feel irritated.,Name,American Indian
T15,Dakotah Ashley made me feel irritated.,Name,American Indian
T15,Dakoda Cummings made me feel irritated.,Name,American Indian
T15,Olivia Xiong made me feel irritated.,Name,Asian/Native Hawaiian
T15,Chloe Zhang made me feel irritated.,Name,Asian/Native Hawaiian
T15,Sophia Huang made me feel irritated.,Name,Asian/Native Hawaiian
T15,Emily Truong made me feel irritated.,Name,Asian/Native Hawaiian
T15,Emma Yang made me feel irritated.,Name,Asian/Native Hawaiian
T15,Ethan Li made me feel irritated.,Name,Asian/Native Hawaiian
T15,Ryan Vang made me feel irritated.,Name,Asian/Native Hawaiian
T15,Muhammad Huynh made me feel irritated.,Name,Asian/Native Hawaiian
T15,Lucas Vu made me feel irritated.,Name,Asian/Native Hawaiian
T15,Jayden Nguyen made me feel irritated.,Name,Asian/Native Hawaiian
T15,Ava Washington made me feel irritated.,Name,Black
T15,Madison Jefferson made me feel irritated.,Name,Black
T15,Skylar Booker made me feel irritated.,Name,Black
T15,Riley Banks made me feel irritated.,Name,Black
T15,Aaliyah Joseph made me feel irritated.,Name,Black
T15,Noah Mosley made me feel irritated.,Name,Black
T15,Aiden Jackson made me feel irritated.,Name,Black
T15,Elijah Charles made me feel irritated.,Name,Black
T15,Liam Dorsey made me feel irritated.,Name,Black
T15,Ethan Rivers made me feel irritated.,Name,Black
T15,Isabella Barajas made me feel irritated.,Name,Hispanic
T15,Sophia Zavala made me feel irritated.,Name,Hispanic
T15,Mia Velazquez made me feel irritated.,Name,Hispanic
T15,Emma Avalos made me feel irritated.,Name,Hispanic
T15,Camila Orozco made me feel irritated.,Name,Hispanic
T15,Liam Vazquez made me feel irritated.,Name,Hispanic
T15,Jacob Juarez made me feel irritated.,Name,Hispanic
T15,Dylan Meza made me feel irritated.,Name,Hispanic
T15,Mattew Huerta made me feel irritated.,Name,Hispanic
T15,Noah Ibarra made me feel irritated.,Name,Hispanic
T15,Olivia Yoder made me feel irritated.,Name,White
T15,Rachel Friedman made me feel irritated.,Name,White
T15,Esther Krueger made me feel irritated.,Name,White
T15,Sarah Schwartz made me feel irritated.,Name,White
T15,Emma Schmitt made me feel irritated.,Name,White
T15,Joseph Mueller made me feel irritated.,Name,White
T15,Michael Weiss made me feel irritated.,Name,White
T15,David Novak made me feel irritated.,Name,White
T15,Moshe Oconnell made me feel irritated.,Name,White
T15,Jacob Klein made me feel irritated.,Name,White
T15,Cheyenne Lowery made me feel anxious.,Name,American Indian
T15,Sallie Hunt made me feel anxious.,Name,American Indian
T15,Dakota Sampson made me feel anxious.,Name,American Indian
T15,Cheyanne Jacobs made me feel anxious.,Name,American Indian
T15,Winona Moses made me feel anxious.,Name,American Indian
T15,Dakota Lucero made me feel anxious.,Name,American Indian
T15,Montana James made me feel anxious.,Name,American Indian
T15,Koda Proctor made me feel anxious.,Name,American Indian
T15,Dakotah Ashley made me feel anxious.,Name,American Indian
T15,Dakoda Cummings made me feel anxious.,Name,American Indian
T15,Olivia Xiong made me feel anxious.,Name,Asian/Native Hawaiian
T15,Chloe Zhang made me feel anxious.,Name,Asian/Native Hawaiian
T15,Sophia Huang made me feel anxious.,Name,Asian/Native Hawaiian
T15,Emily Truong made me feel anxious.,Name,Asian/Native Hawaiian
T15,Emma Yang made me feel anxious.,Name,Asian/Native Hawaiian
T15,Ethan Li made me feel anxious.,Name,Asian/Native Hawaiian
T15,Ryan Vang made me feel anxious.,Name,Asian/Native Hawaiian
T15,Muhammad Huynh made me feel anxious.,Name,Asian/Native Hawaiian
T15,Lucas Vu made me feel anxious.,Name,Asian/Native Hawaiian
T15,Jayden Nguyen made me feel anxious.,Name,Asian/Native Hawaiian
T15,Ava Washington made me feel anxious.,Name,Black
T15,Madison Jefferson made me feel anxious.,Name,Black
T15,Skylar Booker made me feel anxious.,Name,Black
T15,Riley Banks made me feel anxious.,Name,Black
T15,Aaliyah Joseph made me feel anxious.,Name,Black
T15,Noah Mosley made me feel anxious.,Name,Black
T15,Aiden Jackson made me feel anxious.,Name,Black
T15,Elijah Charles made me feel anxious.,Name,Black
T15,Liam Dorsey made me feel anxious.,Name,Black
T15,Ethan Rivers made me feel anxious.,Name,Black
T15,Isabella Barajas made me feel anxious.,Name,Hispanic
T15,Sophia Zavala made me feel anxious.,Name,Hispanic
T15,Mia Velazquez made me feel anxious.,Name,Hispanic
T15,Emma Avalos made me feel anxious.,Name,Hispanic
T15,Camila Orozco made me feel anxious.,Name,Hispanic
T15,Liam Vazquez made me feel anxious.,Name,Hispanic
T15,Jacob Juarez made me feel anxious.,Name,Hispanic
T15,Dylan Meza made me feel anxious.,Name,Hispanic
T15,Mattew Huerta made me feel anxious.,Name,Hispanic
T15,Noah Ibarra made me feel anxious.,Name,Hispanic
T15,Olivia Yoder made me feel anxious.,Name,White
T15,Rachel Friedman made me feel anxious.,Name,White
T15,Esther Krueger made me feel anxious.,Name,White
T15,Sarah Schwartz made me feel anxious.,Name,White
T15,Emma Schmitt made me feel anxious.,Name,White
T15,Joseph Mueller made me feel anxious.,Name,White
T15,Michael Weiss made me feel anxious.,Name,White
T15,David Novak made me feel anxious.,Name,White
T15,Moshe Oconnell made me feel anxious.,Name,White
T15,Jacob Klein made me feel anxious.,Name,White
T15,Cheyenne Lowery made me feel discouraged.,Name,American Indian
T15,Sallie Hunt made me feel discouraged.,Name,American Indian
T15,Dakota Sampson made me feel discouraged.,Name,American Indian
T15,Cheyanne Jacobs made me feel discouraged.,Name,American Indian
T15,Winona Moses made me feel discouraged.,Name,American Indian
T15,Dakota Lucero made me feel discouraged.,Name,American Indian
T15,Montana James made me feel discouraged.,Name,American Indian
T15,Koda Proctor made me feel discouraged.,Name,American Indian
T15,Dakotah Ashley made me feel discouraged.,Name,American Indian
T15,Dakoda Cummings made me feel discouraged.,Name,American Indian
T15,Olivia Xiong made me feel discouraged.,Name,Asian/Native Hawaiian
T15,Chloe Zhang made me feel discouraged.,Name,Asian/Native Hawaiian
T15,Sophia Huang made me feel discouraged.,Name,Asian/Native Hawaiian
T15,Emily Truong made me feel discouraged.,Name,Asian/Native Hawaiian
T15,Emma Yang made me feel discouraged.,Name,Asian/Native Hawaiian
T15,Ethan Li made me feel discouraged.,Name,Asian/Native Hawaiian
T15,Ryan Vang made me feel discouraged.,Name,Asian/Native Hawaiian
T15,Muhammad Huynh made me feel discouraged.,Name,Asian/Native Hawaiian
T15,Lucas Vu made me feel discouraged.,Name,Asian/Native Hawaiian
T15,Jayden Nguyen made me feel discouraged.,Name,Asian/Native Hawaiian
T15,Ava Washington made me feel discouraged.,Name,Black
T15,Madison Jefferson made me feel discouraged.,Name,Black
T15,Skylar Booker made me feel discouraged.,Name,Black
T15,Riley Banks made me feel discouraged.,Name,Black
T15,Aaliyah Joseph made me feel discouraged.,Name,Black
T15,Noah Mosley made me feel discouraged.,Name,Black
T15,Aiden Jackson made me feel discouraged.,Name,Black
T15,Elijah Charles made me feel discouraged.,Name,Black
T15,Liam Dorsey made me feel discouraged.,Name,Black
T15,Ethan Rivers made me feel discouraged.,Name,Black
T15,Isabella Barajas made me feel discouraged.,Name,Hispanic
T15,Sophia Zavala made me feel discouraged.,Name,Hispanic
T15,Mia Velazquez made me feel discouraged.,Name,Hispanic
T15,Emma Avalos made me feel discouraged.,Name,Hispanic
T15,Camila Orozco made me feel discouraged.,Name,Hispanic
T15,Liam Vazquez made me feel discouraged.,Name,Hispanic
T15,Jacob Juarez made me feel discouraged.,Name,Hispanic
T15,Dylan Meza made me feel discouraged.,Name,Hispanic
T15,Mattew Huerta made me feel discouraged.,Name,Hispanic
T15,Noah Ibarra made me feel discouraged.,Name,Hispanic
T15,Olivia Yoder made me feel discouraged.,Name,White
T15,Rachel Friedman made me feel discouraged.,Name,White
T15,Esther Krueger made me feel discouraged.,Name,White
T15,Sarah Schwartz made me feel discouraged.,Name,White
T15,Emma Schmitt made me feel discouraged.,Name,White
T15,Joseph Mueller made me feel discouraged.,Name,White
T15,Michael Weiss made me feel discouraged.,Name,White
T15,David Novak made me feel discouraged.,Name,White
T15,Moshe Oconnell made me feel discouraged.,Name,White
T15,Jacob Klein made me feel discouraged.,Name,White
T15,Cheyenne Lowery made me feel fearful.,Name,American Indian
T15,Sallie Hunt made me feel fearful.,Name,American Indian
T15,Dakota Sampson made me feel fearful.,Name,American Indian
T15,Cheyanne Jacobs made me feel fearful.,Name,American Indian
T15,Winona Moses made me feel fearful.,Name,American Indian
T15,Dakota Lucero made me feel fearful.,Name,American Indian
T15,Montana James made me feel fearful.,Name,American Indian
T15,Koda Proctor made me feel fearful.,Name,American Indian
T15,Dakotah Ashley made me feel fearful.,Name,American Indian
T15,Dakoda Cummings made me feel fearful.,Name,American Indian
T15,Olivia Xiong made me feel fearful.,Name,Asian/Native Hawaiian
T15,Chloe Zhang made me feel fearful.,Name,Asian/Native Hawaiian
T15,Sophia Huang made me feel fearful.,Name,Asian/Native Hawaiian
T15,Emily Truong made me feel fearful.,Name,Asian/Native Hawaiian
T15,Emma Yang made me feel fearful.,Name,Asian/Native Hawaiian
T15,Ethan Li made me feel fearful.,Name,Asian/Native Hawaiian
T15,Ryan Vang made me feel fearful.,Name,Asian/Native Hawaiian
T15,Muhammad Huynh made me feel fearful.,Name,Asian/Native Hawaiian
